emp_no,dept_no,first_name,last_name,title,dept_name,salary
465098,d004,Mircea,Iivonen,Senior Engineer,Production,40000
465119,d007,Radhakrishnan,Portugali,Senior Staff,Sales,48006
465131,d007,Heather,Buescher,Senior Staff,Sales,61774
465134,d006,Marlo,Rullman,Senior Engineer,Quality Management,40000
465135,d003,Jayson,Birge,Staff,Human Resources,71752
465137,d002,Shigeaki,Ermel,Senior Staff,Finance,66564
465146,d007,Naftaly,Naumovich,Senior Staff,Sales,58210
465162,d007,Iara,Hashii,Senior Staff,Sales,54631
465326,d006,Munenori,Coney,Engineer,Quality Management,63358
465328,d008,Xianlong,Cesareni,Senior Engineer,Research,51100
465361,d003,Gretta,Veccia,Senior Staff,Human Resources,62177
465367,d005,Chiranjit,Cappello,Technique Leader,Development,59919
465370,d005,Kazuhiko,Chvatal,Senior Engineer,Development,58085
465384,d004,Pohua,Attimonelli,Senior Engineer,Production,70404
465391,d005,Dipankar,Foote,Senior Engineer,Development,40000
465392,d007,Laurentiu,Ruemmler,Senior Staff,Sales,67680
465413,d002,Francoise,Oxenboll,Senior Staff,Finance,79713
465443,d003,Freyja,Straney,Senior Staff,Human Resources,48772
465447,d005,Mahmut,Kabayashi,Senior Engineer,Development,42683
465460,d004,Shawna,Meszaros,Senior Engineer,Production,78510
465751,d004,Elzbieta,Thorensen,Assistant Engineer,Production,60179
465757,d005,Brewster,Morris,Senior Engineer,Development,41946
465760,d007,Tristan,Cullers,Senior Staff,Sales,93023
465783,d007,Constantino,Tchuente,Senior Staff,Sales,69709
465791,d002,Atreye,Azuma,Staff,Finance,54186
465793,d005,Make,Baek,Senior Engineer,Development,41772
465809,d008,Shigeichiro,Herath,Senior Staff,Research,46262
465818,d005,Eben,Rosiles,Senior Engineer,Development,40000
465819,d005,Ibibia,Hambrick,Senior Engineer,Development,40000
465829,d004,Dante,Beidas,Senior Engineer,Production,40000
465857,d007,Nahla,Peron,Senior Staff,Sales,76337
465865,d004,Anneli,Braunschweig,Senior Engineer,Production,43843
465872,d005,Maria,Litzler,Senior Engineer,Development,40000
465873,d004,Paddy,Ishibashi,Senior Engineer,Production,50286
465880,d005,Khoa,Wolniewicz,Senior Engineer,Development,50362
465885,d005,Gian,Randt,Senior Engineer,Development,46027
466042,d005,Debaprosad,Yetto,Senior Engineer,Development,46809
466051,d001,Keiichiro,Giaccio,Senior Staff,Marketing,64534
466058,d007,Zhonghui,Murtha,Staff,Sales,73298
466063,d001,Heon,Wendorf,Senior Staff,Marketing,50990
466070,d005,Xiaoqiu,Ranta,Senior Engineer,Development,46974
466076,d005,Shahaf,Vitiello,Senior Engineer,Development,42834
466082,d003,Alejandra,Sooriamurthi,Senior Staff,Human Resources,44033
466095,d005,Candido,Stemann,Technique Leader,Development,40000
466101,d007,Manibrata,Kropp,Senior Staff,Sales,60639
466103,d005,Phule,Homond,Senior Engineer,Development,54570
466104,d004,Valter,Junot,Senior Engineer,Production,49841
466121,d009,Fuqing,Trumbly,Senior Staff,Customer Service,55577
466128,d003,Duke,Viele,Staff,Human Resources,40000
466134,d009,Mansur,Kamble,Senior Engineer,Customer Service,42182
466159,d003,Ebbe,Azevdeo,Senior Staff,Human Resources,43653
466168,d005,Khun,McFarlin,Engineer,Development,40000
466170,d006,Jacqueline,Zaumen,Senior Engineer,Quality Management,60504
466320,d003,Shigehiro,Janetzko,Senior Staff,Human Resources,40000
466323,d007,Luerbio,Prochazka,Staff,Sales,47890
466342,d005,Leandro,Wissmann,Senior Staff,Development,40000
466345,d007,Baoqiu,Sluis,Senior Staff,Sales,58881
466404,d008,Gil,Hatcliff,Senior Staff,Research,59040
466408,d003,Tremaine,Fritzsche,Senior Staff,Human Resources,40000
466416,d004,Weiyi,Pargaonkar,Senior Engineer,Production,55466
466431,d005,Taegyun,Gladwell,Senior Engineer,Development,40000
463544,d004,Dietrich,Gornas,Senior Engineer,Production,40833
463548,d005,Chinho,Huhdanpaa,Engineer,Development,40000
463551,d004,Luerbio,Ramaiah,Senior Engineer,Production,40000
463552,d003,Boaz,Brodie,Staff,Human Resources,40000
463554,d005,Kristina,Kranzdorf,Senior Engineer,Development,40000
463556,d009,Monique,Emmart,Senior Staff,Customer Service,40000
463615,d004,Sariel,Quittner,Senior Staff,Production,40000
463621,d005,Lidong,Kobara,Senior Engineer,Development,40000
463649,d007,Leaf,Picaronny,Senior Staff,Sales,82461
463658,d007,Weiyi,Kroha,Staff,Sales,75972
463659,d006,Gretta,Driscoll,Senior Engineer,Quality Management,40000
463660,d002,Bedir,Ratnakar,Senior Staff,Finance,50303
463661,d001,Minghong,Janocha,Senior Staff,Marketing,71590
463665,d005,Berthier,Hutter,Senior Engineer,Development,40000
463672,d004,Jixiang,Kobara,Senior Engineer,Production,40000
463679,d005,Constantijn,Thimonier,Senior Engineer,Development,40000
463681,d006,Gian,Kalefeld,Senior Engineer,Quality Management,72716
463696,d002,Sigeru,Babu,Senior Staff,Finance,58152
463699,d006,Roded,Bardell,Technique Leader,Quality Management,46499
463700,d003,Giao,Maraist,Senior Staff,Human Resources,40000
463717,d003,Mari,Pell,Senior Staff,Human Resources,40000
463725,d005,Wonhee,Zumaque,Senior Engineer,Development,48635
463731,d009,Weidon,Erev,Senior Staff,Customer Service,40000
463736,d005,Howell,Smeets,Senior Engineer,Development,40000
463738,d004,Hairong,Pellegrinelli,Senior Engineer,Production,57530
463746,d007,Berhard,Reistad,Staff,Sales,71610
463748,d004,Francesca,Yeung,Engineer,Production,49062
463751,d004,Toshimi,Sommer,Senior Engineer,Production,44154
463760,d006,Charmane,Carrera,Senior Engineer,Quality Management,41448
463768,d005,Mihalis,Pillow,Engineer,Development,40000
463777,d008,Gor,Rosca,Senior Staff,Research,40237
463781,d001,Val,Heystek,Senior Staff,Marketing,61247
463785,d007,Marlo,Felder,Senior Staff,Sales,80811
463793,d003,Jongsuk,Takanami,Senior Staff,Human Resources,40000
463804,d006,Ymte,Potthoff,Senior Engineer,Quality Management,40000
463806,d004,Freyja,Borstler,Engineer,Production,51940
463808,d005,Berni,Mitchem,Senior Engineer,Development,40000
463814,d005,Lena,Kandlur,Senior Engineer,Development,45575
463825,d001,Gao,Coombs,Staff,Marketing,52666
463845,d004,Kiyomitsu,Steinauer,Senior Engineer,Production,61742
463862,d005,Baocai,Compeau,Senior Engineer,Development,40000
463869,d003,Tooru,Zumaque,Senior Staff,Human Resources,53120
463917,d005,Harngdar,Cummings,Senior Engineer,Development,40000
463921,d007,Lalit,Bahr,Staff,Sales,66887
463932,d008,Conrado,Marakhovsky,Senior Staff,Research,65062
463936,d002,Giri,Schlenzig,Senior Staff,Finance,76945
463945,d004,Mads,Sifakis,Senior Staff,Production,67732
463959,d005,Lein,Zaccaria,Senior Engineer,Development,40000
463973,d001,Christ,Bierbaum,Senior Staff,Marketing,57550
463978,d005,Pasqua,Pillow,Senior Engineer,Development,42858
463980,d003,Howell,Etalle,Senior Staff,Human Resources,75584
463993,d005,Debaprosad,Serot,Senior Engineer,Development,42636
464001,d004,Shakhar,Lanphier,Senior Engineer,Production,61506
464005,d004,Gino,Merli,Senior Engineer,Production,40095
464010,d008,Constantijn,Uhrig,Senior Staff,Research,53989
464020,d004,Leaf,Kuzuoka,Senior Engineer,Production,40000
464022,d007,Bartek,Beznosov,Staff,Sales,69698
464024,d005,Bangqing,Yavatkar,Senior Engineer,Development,40000
464025,d004,Brigham,Baezner,Senior Engineer,Production,40000
464033,d004,Fan,Beilner,Senior Engineer,Production,40000
464040,d007,Hyuncheol,Kavraki,Staff,Sales,56302
464194,d005,Sakthirel,Brobst,Senior Engineer,Development,40000
464200,d007,Junichi,Foong,Senior Staff,Sales,70792
464206,d009,Mantis,Hedayat,Senior Staff,Customer Service,40000
464220,d005,Sibyl,Shrader,Senior Engineer,Development,48270
464242,d007,Gen,Androutsos,Staff,Sales,76556
464282,d006,Chriss,Winter,Senior Engineer,Quality Management,47654
464295,d009,Jackson,Hebden,Senior Engineer,Customer Service,40000
464310,d007,Marit,Molenkamp,Senior Staff,Sales,57062
464312,d004,Gunilla,Terwilliger,Senior Engineer,Production,51267
464319,d005,Uzi,Lyonns,Senior Engineer,Development,58810
464322,d002,Sandeepan,Sessa,Senior Staff,Finance,53403
464477,d004,Xinan,Yurek,Senior Staff,Production,40000
464478,d004,Nathan,Denna,Senior Engineer,Production,41245
464494,d003,Eishiro,Veevers,Senior Staff,Human Resources,40000
464504,d001,Weiwu,Shrader,Senior Staff,Marketing,60909
464515,d004,Owen,Baezner,Senior Engineer,Production,57069
464524,d005,Youssef,Minakawa,Senior Engineer,Development,48416
464534,d004,Idoia,Angelopoulos,Senior Engineer,Production,40000
464542,d008,Masako,Holburn,Senior Engineer,Research,40000
464544,d007,Duke,Koshiba,Senior Staff,Sales,65795
464550,d007,Xuedong,Lamparter,Senior Staff,Sales,43916
464555,d007,Kellyn,Zastre,Senior Staff,Sales,92229
464573,d004,Kitty,Roison,Senior Engineer,Production,40000
464588,d007,Xiaoshan,Pargas,Senior Staff,Sales,41483
464599,d002,Ramya,Collavizza,Staff,Finance,58701
464600,d005,Martijn,Osgood,Senior Engineer,Development,56984
464601,d005,Honesty,Garigliano,Senior Engineer,Development,52982
464604,d004,Tsutomu,Fiutem,Senior Engineer,Production,51562
464614,d004,Arto,Siksek,Senior Engineer,Production,65464
464622,d009,Minghong,Liesche,Senior Staff,Customer Service,77162
464631,d005,Greger,Vesna,Senior Engineer,Development,52224
464639,d006,Elgin,Hardjono,Senior Engineer,Quality Management,40000
464640,d002,Elvia,Fontet,Senior Staff,Finance,63739
464650,d004,Sugwoo,Pramanik,Senior Engineer,Production,58086
464654,d007,Ohad,Pillow,Senior Staff,Sales,92168
464657,d007,Martine,Baba,Staff,Sales,60713
464692,d007,Paraskevi,Katiyar,Senior Staff,Sales,48961
464695,d004,Lech,Angel,Senior Engineer,Production,60781
464699,d006,True,Barriga,Technique Leader,Quality Management,41843
464701,d007,Hongzhu,Paludetto,Senior Staff,Sales,77627
464708,d001,Taizo,Bierman,Staff,Marketing,78674
464713,d005,Xiaoheng,Marletta,Senior Engineer,Development,41322
464724,d003,Thanasis,Luon,Senior Staff,Human Resources,50423
464725,d006,Sedat,Peac,Senior Engineer,Quality Management,71272
464730,d001,Susanna,Halloran,Senior Staff,Marketing,74915
464744,d009,Ranan,Anick,Senior Staff,Customer Service,40000
464906,d005,Sachem,Stille,Senior Engineer,Development,50718
464909,d004,Claudi,Escriba,Engineer,Production,41262
464913,d009,Shaunak,McDermid,Senior Staff,Customer Service,41994
464914,d005,Jinxi,Bolotov,Senior Engineer,Development,40000
464924,d004,Tayeb,Auyong,Engineer,Production,61177
464933,d004,Alair,Kriebel,Technique Leader,Production,40000
464935,d006,Nimmagadda,Ranst,Engineer,Quality Management,40000
464937,d005,Fai,Luit,Assistant Engineer,Development,43713
464939,d007,Woody,Eugenio,Senior Staff,Sales,64000
464942,d001,Shiv,Alpin,Staff,Marketing,78438
464953,d006,Toshimitsu,Winter,Senior Engineer,Quality Management,40000
464974,d006,Kiyokazu,Birdsall,Senior Engineer,Quality Management,53694
464976,d004,Licheng,Ecklund,Senior Engineer,Production,40000
464996,d005,Takahira,Lagarias,Senior Engineer,Development,51388
464999,d006,Terresa,Nanard,Senior Engineer,Quality Management,43625
465027,d006,Valter,Schneeberger,Senior Engineer,Quality Management,60815
465033,d002,Yuriy,Yetim,Senior Staff,Finance,40000
465194,d005,Yechiam,Aloia,Senior Engineer,Development,67722
465195,d004,Khun,Birch,Senior Engineer,Production,40000
465199,d005,Wojceich,Plotkin,Senior Engineer,Development,61761
465207,d009,Saddek,Moffat,Senior Staff,Customer Service,52362
465268,d001,Changho,Laventhal,Senior Staff,Marketing,57857
465279,d003,Charlene,Vuskovic,Staff,Human Resources,40000
465289,d007,Troy,Perez,Staff,Sales,82557
465290,d005,Toshimo,Masaki,Senior Engineer,Development,43815
465293,d006,Hilary,Bresenham,Senior Engineer,Quality Management,50454
465295,d004,Huai,Frezza,Senior Engineer,Production,59846
465311,d005,Mitchel,Lenart,Engineer,Development,40000
465319,d001,Pradeep,Caine,Senior Staff,Marketing,57404
465321,d007,Fumitaka,Slobodova,Senior Staff,Sales,89646
465468,d005,Chrisa,Cairo,Senior Engineer,Development,61705
465471,d007,Wilmer,Birta,Senior Staff,Sales,82182
465480,d008,Rayond,Atrawala,Staff,Research,40000
465510,d005,Kazuhira,Marciano,Senior Engineer,Development,61789
465521,d004,KayLiang,Mersereau,Senior Engineer,Production,43875
465524,d003,Falguni,Falck,Senior Staff,Human Resources,40000
465537,d005,Jaideep,Plessier,Senior Engineer,Development,40000
465547,d007,Bernice,Alpin,Senior Staff,Sales,76663
465548,d004,Godehard,Cappelletti,Senior Engineer,Production,40000
465550,d008,Chaosheng,Basagni,Senior Staff,Research,40000
465558,d001,Zengping,Kolinko,Senior Staff,Marketing,68653
465560,d005,Berhard,Wrigley,Technique Leader,Development,59135
465581,d005,Kiyomitsu,Highland,Senior Engineer,Development,40000
465582,d005,Licheng,Lukaszewicz,Senior Engineer,Development,43745
465596,d008,Moss,Murtha,Senior Staff,Research,79896
465603,d007,Uma,Lorch,Senior Staff,Sales,81910
465609,d007,Insup,England,Senior Staff,Sales,95395
465616,d009,Bernt,Moffat,Senior Staff,Customer Service,55858
465649,d009,Vidar,Bresenham,Staff,Customer Service,40000
465651,d004,Tesuro,Ramamoorthy,Engineer,Production,40000
465657,d005,Aiman,Garigliano,Senior Engineer,Development,40000
465661,d004,Mohammad,Raoux,Senior Engineer,Production,61212
465663,d001,Anoosh,Llado,Staff,Marketing,66840
465679,d005,Georgy,Segond,Senior Engineer,Development,40000
465680,d004,Gen,Czap,Senior Engineer,Production,76784
465681,d001,Stevo,Peral,Senior Staff,Marketing,74251
465696,d005,Roselyn,Thiran,Senior Engineer,Development,53054
465698,d007,Ranan,Demos,Senior Staff,Sales,65305
465699,d003,Aral,Schwabacher,Senior Staff,Human Resources,40000
465723,d005,Eben,Siochi,Senior Engineer,Development,56078
465725,d005,Youngkon,Moffat,Senior Engineer,Development,40000
465739,d004,Wilmer,Verhaegen,Technique Leader,Production,50886
465740,d008,Mohammed,Jahnichen,Senior Engineer,Research,74261
465893,d003,Kish,Moffat,Senior Staff,Human Resources,40000
465900,d009,Hatim,Maginnis,Senior Staff,Customer Service,40000
465901,d005,Magdalena,Facello,Engineer,Development,49714
465904,d005,Lorien,Schmezko,Senior Engineer,Development,40000
465932,d007,Mori,Stifter,Senior Staff,Sales,70373
465936,d002,Yongqiao,Roison,Senior Staff,Finance,60098
465950,d008,Baocai,Koshiba,Senior Staff,Research,40000
465956,d004,Arto,Erbe,Engineer,Production,40000
465967,d005,Mani,Liedekerke,Senior Engineer,Development,44415
465977,d008,Kiyotoshi,Suermann,Senior Engineer,Research,64136
465980,d005,Kazuhito,Hmelo,Senior Engineer,Development,47564
466001,d004,Ashish,Levasseur,Senior Engineer,Production,62020
466034,d007,Saniya,Lovengreen,Senior Staff,Sales,83068
466180,d005,Troy,Lukaszewicz,Senior Engineer,Development,71601
466186,d007,Alenka,Redmiles,Senior Staff,Sales,42496
466188,d002,Adly,Landherr,Senior Staff,Finance,73740
466205,d004,Zeydy,Callaway,Senior Engineer,Production,58345
466226,d006,Gianluca,Talmor,Engineer,Quality Management,40000
466227,d009,Palash,Manderick,Senior Engineer,Customer Service,60463
466244,d004,Radhakrishnan,Antonisse,Technique Leader,Production,40000
466247,d008,Zongyan,Furedi,Senior Engineer,Research,54865
466251,d005,Ger,Halevi,Senior Engineer,Development,55100
466260,d004,Lijia,Zongker,Senior Engineer,Production,52090
466264,d003,Bingning,Ramsak,Senior Staff,Human Resources,40000
466272,d004,Pohua,DeMori,Engineer,Production,64477
466273,d009,Gina,Shihab,Senior Staff,Customer Service,40000
466279,d007,Adil,Goodrum,Senior Staff,Sales,86419
466282,d003,Yishay,Setlzner,Staff,Human Resources,40000
466297,d007,Jaques,Ramras,Senior Staff,Sales,72146
466299,d002,Kwee,Greenaway,Staff,Finance,63180
466315,d004,Dante,Majewski,Senior Engineer,Production,41497
466462,d004,Duke,Pillow,Senior Engineer,Production,52427
466468,d007,Irena,Granlund,Staff,Sales,78859
466487,d007,Makato,Strooper,Staff,Sales,62415
466440,d008,Gill,Morton,Senior Staff,Research,40000
467050,d005,Manohar,Birta,Senior Engineer,Development,40000
467058,d002,Gift,Kaltofen,Senior Staff,Finance,51404
467060,d009,Aimee,Baik,Senior Staff,Customer Service,40000
467065,d005,Jeanne,Ginneken,Senior Engineer,Development,50579
467080,d009,Jessie,Buchter,Senior Staff,Customer Service,40000
467112,d002,Tsvetan,Eppinger,Senior Staff,Finance,41757
467116,d007,Shirish,Straney,Staff,Sales,60786
467129,d007,Richara,Reinhard,Senior Staff,Sales,76438
467130,d007,Cristinel,Passafiume,Senior Staff,Sales,40000
467134,d001,Xuedong,Wendorf,Senior Staff,Marketing,85833
467136,d004,Candido,Munke,Engineer,Production,68496
467146,d006,Hinrich,Chappelet,Senior Engineer,Quality Management,53078
467160,d005,Geraldo,Lyonns,Senior Engineer,Development,40000
467161,d006,Visit,Demos,Senior Engineer,Quality Management,40000
467163,d003,Sadok,Heering,Staff,Human Resources,70996
467460,d005,Parviz,Michaeli,Senior Engineer,Development,52646
467461,d004,Mohamadou,Muntz,Senior Engineer,Production,40000
467472,d004,Idoia,Hooghiemstra,Senior Engineer,Production,44504
467480,d002,Kiyokazu,Fadgyas,Senior Staff,Finance,56460
467497,d005,Phillip,Schach,Engineer,Development,46726
467500,d008,Sanjiv,Syang,Staff,Research,59729
467502,d005,Sukumar,Danner,Senior Engineer,Development,40000
467511,d003,Akemi,Thambidurai,Senior Staff,Human Resources,71603
467514,d005,Khalid,Mateescu,Senior Engineer,Development,40000
467520,d009,Xianlong,Onuegbe,Staff,Customer Service,82039
467521,d006,Juichirou,Giarratana,Engineer,Quality Management,62506
467524,d007,Youngkon,Pearson,Senior Staff,Sales,79405
467554,d003,Shalesh,Zockler,Senior Staff,Human Resources,40000
467559,d004,Nathalie,Wilharm,Assistant Engineer,Production,40000
467581,d004,Dines,Dalphin,Senior Engineer,Production,40000
467589,d004,Zongyan,DuCasse,Senior Engineer,Production,40000
467593,d007,Mayuko,Reghbati,Senior Staff,Sales,76220
467760,d001,Taiji,Pocchiola,Senior Staff,Marketing,47888
467771,d007,Breannda,Schaad,Senior Staff,Sales,64014
467773,d007,Xuejia,Guenter,Senior Staff,Sales,68263
467787,d007,Xiaoqiang,Ferriere,Senior Staff,Sales,53627
467804,d007,Billie,Merli,Senior Staff,Sales,62519
467816,d004,Vasiliy,Rohrbach,Senior Engineer,Production,50162
467818,d004,Radhia,Glinert,Senior Engineer,Production,40000
467820,d005,Jaewon,Buescher,Senior Engineer,Development,40000
467823,d008,Pohua,Ranft,Senior Engineer,Research,40584
467828,d004,Fox,Butner,Senior Engineer,Production,41688
467876,d007,Zeydy,Mondadori,Senior Staff,Sales,45107
468027,d004,Venkatesan,Besancenot,Senior Engineer,Production,61531
468028,d009,Jessie,Schaft,Senior Staff,Customer Service,42717
468029,d005,Felicidad,Hofting,Senior Engineer,Development,40000
468030,d005,Anoosh,Poujol,Senior Engineer,Development,40000
468043,d005,Mohamadou,Pappas,Senior Engineer,Development,59653
468046,d004,Perry,Perez,Senior Engineer,Production,40000
468058,d008,Martina,Polupanov,Senior Staff,Research,55171
468073,d005,Tomofumi,Zaumen,Senior Engineer,Development,52231
468076,d004,Susuma,Hofting,Technique Leader,Production,40000
468077,d008,Mingsen,Begiun,Senior Staff,Research,40000
468100,d007,Guoxiang,Lambe,Senior Staff,Sales,44481
468103,d004,Demin,Remmers,Engineer,Production,61210
468106,d004,Adly,Kambil,Technique Leader,Production,79506
468117,d004,Chikako,Bugrara,Technique Leader,Production,40000
468122,d007,Sarita,Vieth,Senior Staff,Sales,75432
468129,d007,Tzvetan,Hanratty,Staff,Sales,62238
468141,d009,Janalee,Peir,Staff,Customer Service,40995
468150,d006,Mohammad,Staelin,Engineer,Quality Management,47021
468153,d006,Duke,Cannata,Engineer,Quality Management,41905
468160,d005,Remko,Fendler,Senior Engineer,Development,40000
468161,d004,Mats,Prenel,Technique Leader,Production,42906
468165,d004,Armond,Slutz,Staff,Production,55853
468320,d001,Goetz,Ravishankar,Senior Staff,Marketing,63329
468321,d009,Teruyuki,Reeker,Senior Staff,Customer Service,53971
468324,d002,Shounak,Rosenbaum,Senior Staff,Finance,81201
468325,d005,Rosli,Papadias,Engineer,Development,40000
468344,d003,Urs,Hertweck,Senior Staff,Human Resources,65461
468354,d003,Nishit,Kolvik,Senior Staff,Human Resources,43890
468355,d004,Huai,Matzen,Senior Engineer,Production,68630
468369,d004,Trygve,Iacovou,Senior Engineer,Production,58807
468371,d007,Stamatina,Viele,Senior Staff,Sales,70930
468381,d001,Zhilian,Cangellaris,Senior Staff,Marketing,47243
468387,d007,Kaijung,Pews,Senior Staff,Sales,79558
468393,d005,Kendra,Puppo,Senior Engineer,Development,62704
468406,d005,Alois,Michaels,Senior Engineer,Development,57832
468436,d004,Vatsa,Griswold,Senior Engineer,Production,40106
468445,d004,Roddy,Krybus,Senior Engineer,Production,71091
468446,d002,Boguslaw,Morris,Senior Staff,Finance,91691
468449,d005,Soenke,Improta,Senior Engineer,Development,40000
468597,d005,Masako,Polajnar,Senior Engineer,Development,40000
468615,d002,Tzvetan,Zaiane,Staff,Finance,60028
468629,d007,Arno,Heydon,Senior Staff,Sales,68653
468650,d004,Alexius,Huttel,Senior Engineer,Production,52093
468671,d004,Hailing,Calkin,Engineer,Production,40000
468686,d004,Wuxu,Biron,Senior Engineer,Production,40000
468689,d008,Vitali,Fujisaki,Senior Staff,Research,52516
468717,d004,Dekang,Soloway,Senior Engineer,Production,42842
468724,d006,Bangqing,Molenkamp,Senior Engineer,Quality Management,45727
468730,d001,Xiaoqiu,Christianini,Senior Staff,Marketing,50777
468878,d004,Anwar,Rubsam,Senior Engineer,Production,40000
468884,d007,Marin,Cusworth,Senior Staff,Sales,63844
468887,d004,Weiru,Willoner,Technique Leader,Production,69647
468899,d005,Yunming,Pehl,Senior Engineer,Development,45087
468903,d004,Lucian,Bael,Engineer,Production,54499
468920,d005,Randy,Bahk,Senior Engineer,Development,40000
468924,d005,Zita,Wossner,Senior Engineer,Development,40000
468937,d004,Siddarth,Katiyar,Senior Engineer,Production,40000
468942,d007,Jouni,Matzat,Senior Staff,Sales,80414
468950,d005,Jovan,Mundy,Senior Engineer,Development,60639
468961,d005,Rafael,Piancastelli,Engineer,Development,40135
468974,d003,Faiza,Mateescu,Senior Staff,Human Resources,45321
468979,d005,Tomoyuki,Straney,Senior Engineer,Development,52804
468986,d009,Srinidhi,McAlpine,Senior Staff,Customer Service,40000
469004,d004,Baocai,Grabner,Senior Engineer,Production,40000
469311,d004,Jenwei,Shimshoni,Senior Engineer,Production,56943
469313,d009,Tiina,Hebden,Senior Staff,Customer Service,50558
469314,d005,Eberhardt,Krupka,Senior Engineer,Development,40000
469319,d004,Uinam,Foote,Senior Engineer,Production,40000
469340,d004,Thanasis,Godskesen,Technique Leader,Production,45476
469357,d005,Taisook,Domenig,Technique Leader,Development,40000
469358,d002,Beshir,Haraldson,Senior Staff,Finance,43899
469362,d005,Martine,Nishimukai,Senior Engineer,Development,40000
469365,d009,Abdelaziz,Schiper,Senior Staff,Customer Service,54997
469383,d005,Uli,Malinowski,Engineer,Development,42819
469384,d007,Shahab,Nivat,Senior Staff,Sales,59229
469386,d007,Cristinel,Cangellaris,Senior Staff,Sales,57100
469408,d005,Shridhar,Reeken,Senior Engineer,Development,40000
469426,d003,Naraig,Vakili,Senior Staff,Human Resources,41556
469431,d003,Yuguang,Gist,Senior Staff,Human Resources,40000
469434,d004,Yuuichi,Gils,Technique Leader,Production,44314
469439,d008,Manibrata,Erva,Staff,Research,64244
469598,d008,Hitomi,Escriba,Senior Staff,Research,80094
466490,d005,Masako,Lenart,Senior Engineer,Development,63853
466493,d004,Giordano,Naumovich,Senior Engineer,Production,48774
466496,d005,Utz,Raoux,Senior Engineer,Development,44647
466511,d005,Ramya,Tagansky,Senior Engineer,Development,43641
466521,d004,Huican,Chaudhury,Senior Engineer,Production,40000
466527,d009,Shawna,Eterovic,Senior Staff,Customer Service,80243
466531,d004,Sachar,Rindone,Assistant Engineer,Production,40000
466539,d005,Van,Chappelet,Senior Engineer,Development,41680
466550,d008,Monique,Narahara,Senior Staff,Research,40000
466556,d006,Xinglin,Karnin,Senior Engineer,Quality Management,40000
466572,d001,Babette,Coullard,Senior Staff,Marketing,77723
466575,d006,Otmar,Langford,Senior Engineer,Quality Management,58312
466584,d003,Irene,Demizu,Senior Staff,Human Resources,40000
466599,d004,Arunachalam,Stifter,Senior Engineer,Production,47071
466605,d005,Harngdar,Sury,Technique Leader,Development,60419
466615,d005,Mats,Wixon,Senior Engineer,Development,40000
466621,d009,Mohit,Fabrizio,Senior Staff,Customer Service,40000
466629,d007,Hailing,Marchegay,Senior Staff,Sales,72942
466632,d007,Sumant,Burnard,Senior Staff,Sales,77475
466635,d001,Harngdar,Nations,Senior Staff,Marketing,66136
466662,d001,Bojan,Buescher,Senior Staff,Marketing,78419
466666,d006,Visit,Gente,Senior Engineer,Quality Management,55097
466679,d009,Yuriy,Peral,Senior Staff,Customer Service,45008
466698,d003,Thanasis,Makrucki,Senior Staff,Human Resources,40000
466701,d007,Frederique,Ashish,Staff,Sales,66039
466704,d004,Masami,Braccini,Technique Leader,Production,55256
466710,d005,Becky,Chachaty,Senior Engineer,Development,76498
466711,d009,Adib,Zeidenstein,Senior Staff,Customer Service,40000
466724,d004,Yuichiro,Gronowski,Senior Engineer,Production,40000
466739,d005,Navid,Birge,Senior Engineer,Development,45080
466740,d007,Oddvar,Feldhoffer,Senior Staff,Sales,57298
466743,d004,Bogdan,Salvesen,Engineer,Production,49335
466749,d005,Eckart,Sridhar,Senior Engineer,Development,40000
466753,d001,Stevo,Kushner,Senior Staff,Marketing,70364
466755,d001,Zhongwei,Gill,Staff,Marketing,76502
466758,d002,Hugo,Anandan,Senior Staff,Finance,41047
466759,d005,Ferdinand,Ashish,Senior Engineer,Development,40000
466764,d007,Tadanori,Tsukuda,Staff,Sales,77406
466767,d004,Behnaam,Hasenauer,Senior Engineer,Production,51186
466784,d004,Mohit,Schiper,Senior Engineer,Production,40373
466787,d006,Heekeun,Piazza,Engineer,Quality Management,40000
466797,d007,Raimond,Thimonier,Senior Staff,Sales,74981
466807,d007,Haldun,Wroclawski,Staff,Sales,72843
466835,d002,Shridhar,Jenevein,Staff,Finance,40724
466837,d004,Josyula,Bruckman,Senior Engineer,Production,55546
466867,d005,Kwangjo,Klerer,Assistant Engineer,Development,68241
466869,d007,Flemming,Magalhaes,Senior Staff,Sales,76420
466878,d001,Zine,Chenoweth,Senior Staff,Marketing,73043
466958,d005,Patricio,Snedden,Technique Leader,Development,40000
466969,d005,Sariel,Skogmar,Senior Engineer,Development,40679
466972,d004,Aamer,Haldar,Senior Engineer,Production,46892
466983,d005,Sachio,Meszaros,Senior Engineer,Development,51133
466984,d005,Maya,Rosar,Senior Engineer,Development,45339
466996,d005,Etsuo,Cronin,Senior Engineer,Development,40000
467011,d002,Adib,Srimani,Senior Staff,Finance,76953
467017,d006,Kolar,Gente,Assistant Engineer,Quality Management,40000
467020,d006,Kyoichi,Provine,Senior Engineer,Quality Management,40000
467203,d004,Leaf,Bolsens,Senior Engineer,Production,52212
467204,d007,Shiv,Tyugu,Senior Staff,Sales,67255
467219,d009,Yongmao,Baaleh,Senior Staff,Customer Service,40000
467222,d004,Xiaoheng,Suri,Engineer,Production,63938
467242,d009,Abdulah,Kalefeld,Senior Staff,Customer Service,40000
467288,d008,Tze,Feinberg,Staff,Research,55638
